Country Name,Country Code,Region,Year,gdp_per_capita,life_expectancy,birth_rate,fertility_rate,population_total,population_growth,urban_population_pct,school_enrollment_secondary,school_enrollment_primary,health_expenditure_per_capita,labor_force_participation,exports_pct_gdp
China,CHN,East Asia,2005,1777.64,74.08,12.4,1.62,1303720000.0,0.59,42.99,,,73.0,72.6,33.37
China,CHN,East Asia,2006,2129.26,74.4,12.09,1.64,1311020000.0,0.56,44.34,74.06,105.24,82.48,72.28,35.53
China,CHN,East Asia,2007,2734.73,74.79,12.1,1.67,1317885000.0,0.52,45.89,78.16,105.44,98.56,71.95,34.91
China,CHN,East Asia,2008,3523.44,74.83,12.14,1.7,1324655000.0,0.51,46.99,82.68,106.2,133.84,71.62,32.09
China,CHN,East Asia,2009,3898.24,75.32,11.95,1.71,1331260000.0,0.5,48.34,88.29,105.59,164.88,71.29,24.33
China,CHN,East Asia,2010,4629.25,75.67,11.9,1.69,1337705000.0,0.48,49.23,90.78,104.18,188.87,70.96,26.72
China,CHN,East Asia,2011,5703.76,75.89,13.27,1.67,1345035000.0,0.55,51.83,92.03,103.33,239.2,70.86,26.15
China,CHN,East Asia,2012,6405.06,76.2,14.57,1.8,1354190000.0,0.68,53.1,92.26,103.18,284.7,70.41,25.08
China,CHN,East Asia,2013,7147.04,76.45,13.03,1.71,1363240000.0,0.67,54.49,,101.23,329.09,69.97,24.16
China,CHN,East Asia,2014,7781.07,76.71,13.83,1.77,1371860000.0,0.63,55.75,,96.9,362.29,69.65,23.07
China,CHN,East Asia,2015,8175.33,76.97,11.99,1.67,1379860000.0,0.58,57.33,,96.34,393.1,69.3,20.94
China,CHN,East Asia,2016,8254.87,77.21,13.57,1.77,1387790000.0,0.57,58.84,,96.88,398.17,68.88,19.2
China,CHN,East Asia,2017,8979.68,77.24,12.64,1.8,1396215000.0,0.61,60.24,,97.54,439.94,68.35,19.34
China,CHN,East Asia,2018,10085.66,77.71,10.86,1.54,1402760000.0,0.47,61.5,,97.81,504.11,67.81,18.77
China,CHN,East Asia,2019,10342.9,77.94,10.41,1.5,1407745000.0,0.35,62.71,,97.82,538.99,67.38,18.06
China,CHN,East Asia,2020,10627.46,78.02,8.52,1.24,1411100000.0,0.24,63.52,,98.79,582.95,65.72,18.2
China,CHN,East Asia,2021,12887.44,78.12,7.52,1.12,1412360000.0,0.09,64.72,,99.23,670.26,67.11,19.53
China,CHN,East Asia,2022,12970.61,78.2,6.77,1.03,1412175000.0,-0.01,65.22,,100.1,755.44,65.8,20.3
China,CHN,East Asia,2023,12951.18,77.95,6.39,1.0,1410710000.0,-0.1,65.53,,99.17,763.38,65.83,19.1
Hong Kong,HKG,East Asia,2005,26649.64,81.61,8.4,0.96,6813200.0,0.44,100.0,83.0,100.73,,60.57,177.45
Hong Kong,HKG,East Asia,2006,28224.1,82.38,9.6,0.98,6857100.0,0.64,100.0,83.15,101.06,,60.54,185.19
Hong Kong,HKG,East Asia,2007,30593.95,82.37,10.2,1.03,6916300.0,0.86,100.0,84.07,100.73,,60.56,186.41
Hong Kong,HKG,East Asia,2008,31515.53,82.34,11.3,1.06,6957800.0,0.6,100.0,85.7,102.48,,60.08,193.42
Hong Kong,HKG,East Asia,2009,30697.54,82.78,11.8,1.06,6972800.0,0.22,100.0,86.57,104.34,,59.98,178.14
Hong Kong,HKG,East Asia,2010,32550.14,82.96,12.6,1.13,7024200.0,0.73,100.0,87.91,105.43,,58.82,205.32
Hong Kong,HKG,East Asia,2011,35142.49,83.41,13.5,1.2,7071600.0,0.67,100.0,86.98,104.6,,59.33,212.85
Hong Kong,HKG,East Asia,2012,36730.8,83.45,12.8,1.28,7150100.0,1.1,100.0,108.26,107.34,,59.74,215.85
Hong Kong,HKG,East Asia,2013,38403.78,83.83,8.0,1.12,7178900.0,0.4,100.0,102.78,106.88,,60.49,221.61
Hong Kong,HKG,East Asia,2014,40315.37,83.94,8.6,1.24,7229500.0,0.7,100.0,105.56,105.05,,60.33,213.09
Hong Kong,HKG,East Asia,2015,42432.16,84.25,8.2,1.2,7291300.0,0.85,100.0,107.39,105.13,,60.46,195.9
Hong Kong,HKG,East Asia,2016,43734.2,84.21,8.3,1.2,7336600.0,0.62,100.0,107.75,104.74,,60.4,187.01
Hong Kong,HKG,East Asia,2017,46160.43,84.7,7.6,1.13,7393200.0,0.77,100.0,106.79,104.81,,60.47,188.9
Hong Kong,HKG,East Asia,2018,48537.57,84.87,7.2,1.08,7452600.0,0.8,100.0,108.16,103.43,,60.65,188.34
Hong Kong,HKG,East Asia,2019,48359.0,85.16,7.0,1.06,7507900.0,0.74,100.0,105.07,102.2,,60.0,177.65
Hong Kong,HKG,East Asia,2020,46109.23,85.5,5.8,0.88,7481000.0,-0.36,100.0,100.45,105.13,,58.98,176.3
Hong Kong,HKG,East Asia,2021,49770.56,85.53,5.0,0.77,7413100.0,-0.91,100.0,100.16,106.03,,58.74,204.01
Hong Kong,HKG,East Asia,2022,48825.84,83.66,4.4,0.7,7346100.0,-0.91,100.0,106.19,103.03,,57.85,194.49
Hong Kong,HKG,East Asia,2023,50562.36,85.25,4.4,0.75,7536100.0,2.55,100.0,,,,57.22,176.8
Japan,JPN,East Asia,2005,37812.9,81.96,8.4,1.26,127773000.0,0.01,85.96,,,2892.6,60.42,13.82
Japan,JPN,East Asia,2006,35991.55,82.32,8.7,1.32,127854000.0,0.06,87.15,,,2763.53,60.42,15.66
Japan,JPN,East Asia,2007,35779.02,82.51,8.6,1.34,128001000.0,0.11,88.27,,,2781.49,60.4,17.29
Japan,JPN,East Asia,2008,39876.3,82.59,8.7,1.37,128063000.0,0.05,89.29,,,3223.29,60.16,17.24
Japan,JPN,East Asia,2009,41309.0,82.93,8.5,1.37,128047000.0,-0.01,90.11,,,3696.58,59.86,12.42
Japan,JPN,East Asia,2010,44968.16,82.84,8.5,1.39,128070000.0,0.02,90.62,,,4071.8,59.58,14.92
Japan,JPN,East Asia,2011,48760.08,82.59,8.3,1.39,127833000.0,-0.19,90.86,,,5103.34,59.25,14.77
Japan,JPN,East Asia,2012,49145.28,83.1,8.2,1.41,127629000.0,-0.16,91.03,,,5232.36,59.01,14.41
Japan,JPN,East Asia,2013,40898.65,83.33,8.2,1.43,127445000.0,-0.14,91.15,101.78,102.26,4356.16,59.24,15.78
Japan,JPN,East Asia,2014,38475.4,83.59,8.0,1.42,127276000.0,-0.13,91.25,101.81,102.42,4121.21,59.44,17.42
Japan,JPN,East Asia,2015,34960.64,83.79,8.0,1.45,127141000.0,-0.11,91.35,102.2,102.42,3754.18,59.5,17.44
Japan,JPN,East Asia,2016,39375.47,83.98,7.8,1.44,127076000.0,-0.05,91.45,101.17,102.22,4194.23,59.99,16.06
Japan,JPN,East Asia,2017,38834.05,84.1,7.6,1.43,126972000.0,-0.08,91.55,101.88,102.25,4135.24,60.44,17.59
Japan,JPN,East Asia,2018,39751.13,84.21,7.4,1.42,126811000.0,-0.13,91.64,102.43,102.1,4265.78,61.45,18.31
Japan,JPN,East Asia,2019,40415.96,84.36,7.0,1.36,126633000.0,-0.14,91.72,102.67,102.65,4431.3,62.01,17.46
Japan,JPN,East Asia,2020,40028.73,84.56,6.8,1.33,126261000.0,-0.29,91.78,102.84,102.74,4581.61,61.95,15.53
Japan,JPN,East Asia,2021,40094.56,84.45,6.6,1.3,125681593.0,-0.46,91.87,102.16,102.22,4843.94,62.05,18.11
Japan,JPN,East Asia,2022,34065.64,84.0,6.3,1.26,125124989.0,-0.44,91.98,102.34,102.16,4201.79,62.5,21.55
Japan,JPN,East Asia,2023,33836.18,84.04,6.0,1.2,124516650.0,-0.49,92.08,102.34,102.5,3638.19,62.9,21.85
Macao,MAC,East Asia,2005,25681.22,81.34,7.8,0.91,473500.0,4.05,100.0,92.04,102.85,,63.91,84.39
Macao,MAC,East Asia,2006,29813.79,81.73,8.1,0.95,498900.0,5.23,100.0,92.98,100.33,,65.85,78.55
Macao,MAC,East Asia,2007,35400.23,81.73,8.7,1.01,520900.0,4.32,100.0,94.03,101.57,,68.6,78.88
Macao,MAC,East Asia,2008,38888.51,82.03,8.7,0.98,540700.0,3.73,100.0,89.82,102.43,,69.76,79.69
Macao,MAC,East Asia,2009,40354.28,82.18,8.9,1.0,535000.0,-1.06,100.0,89.31,101.26,,69.97,78.51
Macao,MAC,East Asia,2010,52596.23,82.27,9.5,1.07,537000.0,0.37,100.0,91.16,101.17,,69.99,87.42
Macao,MAC,East Asia,2011,67046.73,82.47,10.6,1.15,549600.0,2.32,100.0,94.93,102.68,,70.87,90.34
Macao,MAC,East Asia,2012,76058.02,82.47,12.9,1.36,567900.0,3.28,100.0,97.43,99.32,,70.74,90.77
Macao,MAC,East Asia,2013,87107.83,82.72,11.1,1.15,591900.0,4.14,100.0,98.61,99.69,,70.86,90.62
Macao,MAC,East Asia,2014,88355.32,83.02,11.8,1.22,621700.0,4.91,100.0,101.76,100.71,,71.4,85.61
Macao,MAC,East Asia,2015,69902.96,83.22,11.0,1.14,642900.0,3.35,100.0,100.97,99.8,,70.81,78.7
Macao,MAC,East Asia,2016,68911.68,83.28,11.0,1.14,652500.0,1.48,100.0,99.46,101.29,,70.06,76.81
Macao,MAC,East Asia,2017,77570.99,83.53,10.1,1.02,648400.0,-0.63,100.0,97.42,105.33,,69.86,80.65
Macao,MAC,East Asia,2018,83588.29,83.68,9.0,0.92,658900.0,1.61,100.0,92.71,101.24,,70.08,82.85
Macao,MAC,East Asia,2019,81882.7,83.93,8.9,0.9,672000.0,1.97,100.0,90.67,96.24,,69.79,82.65
Macao,MAC,East Asia,2020,36883.67,84.13,8.1,0.84,685400.0,1.97,100.0,88.58,92.79,,68.67,61.66
Macao,MAC,East Asia,2021,44884.9,83.73,7.4,0.76,682500.0,-0.42,100.0,88.55,89.07,,68.92,91.89
Macao,MAC,East Asia,2022,36806.89,83.08,6.4,0.68,677300.0,-0.76,100.0,90.22,84.97,,66.65,84.79
Macao,MAC,East Asia,2023,67216.36,83.18,5.5,0.59,678800.0,0.22,100.0,92.58,86.42,,67.97,92.42
Mongolia,MNG,East Asia,2005,994.9,65.28,18.57,2.0,2536407.0,1.11,62.31,92.1,96.11,38.04,59.26,58.77
Mongolia,MNG,East Asia,2006,1329.89,65.9,19.96,2.1,2567168.0,1.21,63.84,92.31,98.07,49.53,59.19,59.44
Mongolia,MNG,East Asia,2007,1627.69,66.59,21.89,2.3,2601850.0,1.34,65.26,,96.47,66.18,59.13,59.61
Mongolia,MNG,East Asia,2008,2127.43,67.25,23.9,2.6,2643201.0,1.58,66.47,,98.89,97.27,58.45,54.02
Mongolia,MNG,East Asia,2009,1703.33,67.97,24.82,2.8,2691115.0,1.8,67.37,98.51,109.43,76.7,58.68,50.28
Mongolia,MNG,East Asia,2010,2625.22,68.51,23.1,2.4,2738622.0,1.75,67.83,91.18,121.84,99.51,58.81,46.68
Mongolia,MNG,East Asia,2011,3736.04,69.11,25.1,2.6,2786317.0,1.73,67.92,,120.55,135.99,59.8,52.55
Mongolia,MNG,East Asia,2012,4328.89,69.5,26.0,2.7,2839705.0,1.9,67.95,,115.84,169.65,59.65,43.57
Mongolia,MNG,East Asia,2013,4340.14,70.1,27.5,3.0,2899011.0,2.07,67.98,,107.68,180.42,59.5,38.89
Mongolia,MNG,East Asia,2014,4126.24,70.58,28.0,3.1,2963113.0,2.19,67.99,,99.85,176.7,59.64,52.25
Mongolia,MNG,East Asia,2015,3838.92,70.81,27.1,3.0,3026864.0,2.13,68.0,,97.81,165.19,59.67,44.18
Mongolia,MNG,East Asia,2016,3619.9,70.22,25.9,3.0,3088856.0,2.03,67.98,,97.29,168.41,58.4,50.87
Mongolia,MNG,East Asia,2017,3645.97,70.54,23.9,2.8,3148917.0,1.93,67.93,,94.45,160.49,59.14,59.17
Mongolia,MNG,East Asia,2018,4107.64,70.83,24.5,2.9,3208189.0,1.86,67.87,91.29,95.09,188.64,59.75,58.16
Mongolia,MNG,East Asia,2019,4347.55,71.05,24.4,3.0,3267673.0,1.84,67.83,88.75,94.13,197.57,65.6,59.22
Mongolia,MNG,East Asia,2020,4001.25,71.35,23.4,2.9,3327204.0,1.81,68.09,95.38,92.35,188.77,63.43,57.66
Mongolia,MNG,East Asia,2021,4517.62,71.65,21.6,2.8,3383741.0,1.68,69.22,98.33,92.02,330.04,61.2,58.55
Mongolia,MNG,East Asia,2022,4993.51,71.9,19.5,2.7,3433748.0,1.47,69.78,93.55,93.35,448.24,62.61,65.06
Mongolia,MNG,East Asia,2023,5838.63,72.12,19.0,2.7,3481145.0,1.37,70.45,96.82,93.07,359.61,60.83,76.26
South Korea,KOR,East Asia,2005,20167.05,78.17,9.0,1.08,48184561.0,0.21,81.39,97.21,100.34,944.55,61.56,34.13
South Korea,KOR,East Asia,2006,22609.71,78.67,9.2,1.13,48438292.0,0.53,81.57,96.78,100.36,1130.54,61.46,34.45
South Korea,KOR,East Asia,2007,25078.49,79.12,10.1,1.26,48683638.0,0.51,81.71,96.71,100.79,1256.36,61.32,36.04
South Korea,KOR,East Asia,2008,22252.31,79.52,9.4,1.19,49054708.0,0.76,81.84,96.35,101.34,1186.38,60.81,45.85
South Korea,KOR,East Asia,2009,19937.3,79.97,9.0,1.15,49307835.0,0.51,81.92,96.89,101.05,1150.97,60.22,43.51
South Korea,KOR,East Asia,2010,24071.26,80.12,9.4,1.23,49554112.0,0.5,81.97,97.29,100.8,1417.11,60.33,45.27
South Korea,KOR,East Asia,2011,26175.24,80.57,9.4,1.24,49936638.0,0.77,81.96,97.53,101.0,1570.55,60.64,51.28
South Korea,KOR,East Asia,2012,26600.55,80.82,9.6,1.3,50199853.0,0.53,81.91,97.37,101.15,1603.93,60.93,52.02
South Korea,KOR,East Asia,2013,28449.36,81.27,8.6,1.19,50428893.0,0.46,81.83,97.83,100.27,1738.81,61.4,49.23
South Korea,KOR,East Asia,2014,30667.09,81.72,8.6,1.2,50746659.0,0.63,81.73,98.58,99.46,1922.99,62.28,45.79
South Korea,KOR,East Asia,2015,30171.79,82.02,8.6,1.24,51014947.0,0.53,81.64,98.59,100.06,1950.9,62.58,40.97
South Korea,KOR,East Asia,2016,30832.06,82.28,7.9,1.17,51217803.0,0.4,81.56,98.72,99.72,2042.73,62.63,38.11
South Korea,KOR,East Asia,2017,33296.98,82.63,7.0,1.05,51361911.0,0.28,81.47,99.11,98.62,2258.15,62.91,38.85
South Korea,KOR,East Asia,2018,35363.95,82.63,6.4,0.98,51585058.0,0.43,81.38,99.32,98.67,2523.04,62.76,39.45
South Korea,KOR,East Asia,2019,33826.94,83.23,5.9,0.92,51764822.0,0.35,81.29,98.38,99.64,2602.48,62.99,37.04
South Korea,KOR,East Asia,2020,33645.77,83.43,5.3,0.84,51836239.0,0.14,81.18,97.09,99.22,2699.66,62.27,34.62
South Korea,KOR,East Asia,2021,37518.46,83.53,5.1,0.81,51769539.0,-0.13,81.16,98.07,98.61,3125.83,62.55,39.34
South Korea,KOR,East Asia,2022,34822.4,82.68,4.9,0.78,51672569.0,-0.19,81.16,97.82,99.01,3078.55,63.79,45.29
South Korea,KOR,East Asia,2023,35674.1,83.43,4.5,0.72,51712619.0,0.08,81.16,96.3,100.3,3043.87,64.27,41.32
American Samoa,ASM,Pacific,2005,8831.27,72.38,27.58,3.86,56617.0,-0.35,87.78,,,,,99.6
American Samoa,ASM,Pacific,2006,8745.17,72.4,26.02,3.68,56374.0,-0.43,87.5,,,,,100.41
American Samoa,ASM,Pacific,2007,9231.37,72.36,24.48,3.51,56113.0,-0.46,87.2,,,,,97.49
American Samoa,ASM,Pacific,2008,10030.81,72.43,23.62,3.42,55828.0,-0.51,86.9,,,,,114.46
American Samoa,ASM,Pacific,2009,12156.03,70.84,22.98,3.36,55528.0,-0.54,86.6,,,,,78.52
American Samoa,ASM,Pacific,2010,10375.17,72.59,22.36,3.29,55228.0,-0.54,86.32,,,,,63.53
American Samoa,ASM,Pacific,2011,10383.46,72.66,21.78,3.17,54895.0,-0.6,86.03,,,,,58.77
American Samoa,ASM,Pacific,2012,11745.49,72.71,21.27,3.04,54489.0,-0.74,85.72,,,,,75.47
American Samoa,ASM,Pacific,2013,11813.5,72.77,20.73,2.93,54006.0,-0.89,85.38,,,,,71.79
American Samoa,ASM,Pacific,2014,12026.33,72.69,20.32,2.85,53466.0,-1.0,85.04,,,,,66.72
American Samoa,ASM,Pacific,2015,12727.41,72.65,19.82,2.78,52878.0,-1.11,84.67,,,,,63.6
American Samoa,ASM,Pacific,2016,12843.33,72.64,19.14,2.7,52245.0,-1.2,84.29,,,,,63.93
American Samoa,ASM,Pacific,2017,11863.68,72.8,18.21,2.6,51586.0,-1.27,83.89,,,,,59.15
American Samoa,ASM,Pacific,2018,12552.05,72.79,17.2,2.49,50908.0,-1.32,83.48,,,,,68.23
American Samoa,ASM,Pacific,2019,12886.14,72.75,16.3,2.4,50209.0,-1.38,83.05,,,,,61.67
American Samoa,ASM,Pacific,2020,14489.26,72.67,15.66,2.36,49761.0,-0.9,82.62,,,,,59.22
American Samoa,ASM,Pacific,2021,15236.16,72.71,15.65,2.33,49225.0,-1.08,82.21,,,,,44.27
American Samoa,ASM,Pacific,2022,18017.46,72.75,15.52,2.31,48342.0,-1.81,81.79,,,,,46.96
American Samoa,ASM,Pacific,2023,,72.85,15.39,2.29,47521.0,-1.71,81.37,,,,,
Australia,AUS,Pacific,2005,34535.21,80.84,12.8,1.81,20176844.0,1.22,85.62,,103.4,2995.87,64.51,18.2
Australia,AUS,Pacific,2006,36658.82,81.04,12.9,1.91,20450966.0,1.35,85.75,,103.56,3174.87,64.85,19.82
Australia,AUS,Pacific,2007,41128.25,81.29,14.1,1.96,20827622.0,1.82,85.9,,105.42,3792.81,65.28,20.15
Australia,AUS,Pacific,2008,49811.21,81.4,14.0,1.98,21249199.0,2.0,86.03,,105.24,4083.43,65.56,20.1
Australia,AUS,Pacific,2009,42954.85,81.54,13.9,1.97,21691653.0,2.06,86.13,,105.22,3989.44,65.5,22.94
Australia,AUS,Pacific,2010,52313.89,81.7,13.7,1.93,22031750.0,1.56,86.22,,105.49,4947.96,65.48,19.73
Australia,AUS,Pacific,2011,62799.39,81.9,13.6,1.93,22340024.0,1.39,86.33,,105.27,5876.89,65.51,21.37
Australia,AUS,Pacific,2012,68301.44,82.05,13.7,1.92,22733465.0,1.75,86.45,,105.67,6038.87,65.24,21.42
Australia,AUS,Pacific,2013,68476.68,82.15,13.3,1.86,23128129.0,1.72,86.57,,105.8,5811.87,65.03,19.89
Australia,AUS,Pacific,2014,62817.21,82.3,13.2,1.83,23475686.0,1.49,86.72,,105.46,6098.25,64.79,21.0
Australia,AUS,Pacific,2015,56970.36,82.4,12.9,1.81,23815995.0,1.44,86.88,159.11,101.67,5271.93,65.08,19.98
Australia,AUS,Pacific,2016,50084.44,82.45,12.9,1.75,24190907.0,1.56,87.02,155.59,101.18,5418.44,64.95,19.2
Australia,AUS,Pacific,2017,54117.55,82.5,12.6,1.74,24592588.0,1.65,87.13,153.58,100.64,5770.69,65.25,21.17
Australia,AUS,Pacific,2018,57410.17,82.75,12.6,1.74,24963258.0,1.5,87.23,136.11,100.4,5843.65,65.8,21.81
Australia,AUS,Pacific,2019,55194.76,82.9,12.1,1.66,25334826.0,1.48,87.3,144.06,100.2,5543.38,66.09,24.06
Australia,AUS,Pacific,2020,51983.45,83.2,11.5,1.58,25649248.0,1.23,87.27,137.49,99.9,5968.0,65.03,23.94
Australia,AUS,Pacific,2021,60758.9,83.3,12.1,1.7,25685412.0,0.14,87.24,135.53,99.93,7092.13,66.15,22.0
Australia,AUS,Pacific,2022,65169.52,83.2,11.6,1.63,26018721.0,1.29,87.33,133.28,99.13,6723.98,66.89,25.46
Australia,AUS,Pacific,2023,65058.38,83.05,10.8,1.5,26659922.0,2.43,87.49,134.1,99.37,6980.39,67.02,26.7
Fiji,FJI,Pacific,2005,3377.69,65.98,24.0,2.92,882379.0,0.91,49.84,,,120.21,56.73,
Fiji,FJI,Pacific,2006,3455.11,66.13,23.96,2.9,890365.0,0.9,50.23,79.79,98.81,126.39,57.8,
Fiji,FJI,Pacific,2007,3762.75,66.16,23.72,2.87,897832.0,0.84,50.65,79.29,93.94,140.3,58.87,
Fiji,FJI,Pacific,2008,3899.92,66.32,23.29,2.82,903399.0,0.62,51.1,79.28,93.62,134.5,59.93,
Fiji,FJI,Pacific,2009,3164.13,66.35,22.84,2.76,907239.0,0.42,51.56,79.34,93.11,121.06,60.98,
Fiji,FJI,Pacific,2010,3449.14,66.78,22.33,2.7,910419.0,0.35,52.04,,,127.66,62.03,
Fiji,FJI,Pacific,2011,4139.6,66.88,21.76,2.63,912989.0,0.28,52.53,83.93,94.1,140.94,63.06,
Fiji,FJI,Pacific,2012,4341.4,65.81,21.58,2.61,914918.0,0.21,53.04,82.15,95.18,153.57,61.69,
Fiji,FJI,Pacific,2013,4572.44,66.54,21.5,2.6,916352.0,0.16,53.56,,96.62,158.52,60.3,
Fiji,FJI,Pacific,2014,5293.36,66.58,21.29,2.59,917585.0,0.13,54.08,88.18,96.89,178.31,58.89,
Fiji,FJI,Pacific,2015,5097.53,66.48,21.0,2.57,918578.0,0.11,54.62,87.84,99.36,169.48,58.24,
Fiji,FJI,Pacific,2016,5363.79,66.66,20.55,2.52,919166.0,0.06,55.17,89.18,100.26,175.92,57.58,
Fiji,FJI,Pacific,2017,5826.85,67.06,20.03,2.46,918759.0,-0.04,55.74,,102.96,185.7,57.46,
Fiji,FJI,Pacific,2018,6085.42,66.96,19.6,2.42,917180.0,-0.17,56.23,92.08,106.22,249.86,57.36,
Fiji,FJI,Pacific,2019,5842.07,67.01,19.23,2.38,914899.0,-0.25,56.71,91.88,114.91,254.83,57.37,
Fiji,FJI,Pacific,2020,4620.65,66.92,18.83,2.36,914963.0,0.01,57.19,91.54,112.55,256.26,54.0,
Fiji,FJI,Pacific,2021,4536.73,64.9,18.55,2.33,916711.0,0.19,57.66,93.96,114.93,331.58,54.46,
Fiji,FJI,Pacific,2022,5414.12,67.15,18.24,2.31,919422.0,0.3,58.14,95.31,112.26,217.15,57.12,
Fiji,FJI,Pacific,2023,5926.21,67.32,18.0,2.28,924145.0,0.51,58.61,98.54,111.94,212.89,57.2,
French Polynesia,PYF,Pacific,2005,21984.19,79.95,17.92,2.18,259507.0,1.5,56.85,,,,56.73,20.46
French Polynesia,PYF,Pacific,2006,22330.87,80.1,18.18,2.22,263223.0,1.42,57.58,,,,56.41,20.25
French Polynesia,PYF,Pacific,2007,24888.18,80.33,17.39,2.12,266438.0,1.21,58.41,,,,56.08,20.38
French Polynesia,PYF,Pacific,2008,26592.03,80.59,18.03,2.19,268379.0,0.73,59.26,,,,56.08,18.93
French Polynesia,PYF,Pacific,2009,24434.22,80.87,17.66,2.15,269481.0,0.41,60.07,,,,56.11,16.71
French Polynesia,PYF,Pacific,2010,22494.81,81.14,17.82,2.16,270580.0,0.41,60.76,,,,56.16,16.38
French Polynesia,PYF,Pacific,2011,22831.52,81.43,16.92,2.06,271727.0,0.42,61.27,,,,56.21,18.23
French Polynesia,PYF,Pacific,2012,20846.55,81.69,16.53,2.03,273084.0,0.5,61.53,,,,56.26,19.28
French Polynesia,PYF,Pacific,2013,21955.63,81.94,15.71,1.94,274728.0,0.6,61.61,,,,56.16,18.52
French Polynesia,PYF,Pacific,2014,22258.63,82.15,15.8,1.96,276387.0,0.6,61.68,,,,56.04,19.7
French Polynesia,PYF,Pacific,2015,19166.96,82.34,15.0,1.87,277866.0,0.53,61.74,,,,55.96,19.61
French Polynesia,PYF,Pacific,2016,19690.08,82.56,14.0,1.76,279178.0,0.47,61.77,,,,55.88,19.61
French Polynesia,PYF,Pacific,2017,20826.93,82.77,13.15,1.67,280087.0,0.33,61.79,,,,55.82,19.56
French Polynesia,PYF,Pacific,2018,21925.62,82.98,12.81,1.64,279815.0,-0.1,61.79,,,,55.61,20.98
French Polynesia,PYF,Pacific,2019,21582.59,83.2,11.94,1.57,279034.0,-0.28,61.78,,,,55.4,20.59
French Polynesia,PYF,Pacific,2020,19966.48,82.46,11.78,1.57,279209.0,0.06,61.77,,,,54.46,9.5
French Polynesia,PYF,Pacific,2021,21426.39,79.57,11.42,1.53,279792.0,0.21,61.74,,,,54.25,13.44
French Polynesia,PYF,Pacific,2022,20053.96,83.86,11.16,1.52,280378.0,0.21,61.69,,,,53.96,21.82
French Polynesia,PYF,Pacific,2023,21832.28,84.07,10.91,1.5,281118.0,0.26,61.7,,,,53.35,24.07
Guam,GUM,Pacific,2005,25631.98,76.43,19.44,2.64,164365.0,0.34,93.79,,,,61.1,22.69
Guam,GUM,Pacific,2006,25709.94,76.48,20.46,2.81,164839.0,0.29,93.89,,,,62.7,23.71
Guam,GUM,Pacific,2007,26605.43,76.4,20.96,2.9,165267.0,0.26,93.97,,,,57.8,22.86
Guam,GUM,Pacific,2008,28112.23,76.23,20.77,2.9,165693.0,0.26,94.03,,,,59.76,20.89
Guam,GUM,Pacific,2009,29054.06,76.14,20.5,2.89,166173.0,0.29,94.07,,,,61.7,17.36
Guam,GUM,Pacific,2010,29719.8,76.1,20.94,2.97,166522.0,0.21,94.08,,,,61.4,17.09
Guam,GUM,Pacific,2011,29926.21,76.15,20.15,2.88,166543.0,0.01,94.08,,,,62.6,18.62
Guam,GUM,Pacific,2012,31653.75,76.24,21.7,3.12,166331.0,-0.13,94.08,,,,62.54,19.07
Guam,GUM,Pacific,2013,32530.76,76.36,19.94,2.88,165966.0,-0.22,94.08,,,,62.49,19.5
Guam,GUM,Pacific,2014,33900.15,76.42,20.23,2.95,165486.0,-0.29,94.08,,,,62.44,18.84
Guam,GUM,Pacific,2015,35165.7,76.44,19.94,2.93,164905.0,-0.35,94.08,,,,62.41,18.07
Guam,GUM,Pacific,2016,35930.66,76.45,21.38,3.17,164233.0,-0.41,94.08,,,,62.39,18.96
Guam,GUM,Pacific,2017,36779.01,76.46,20.62,3.09,163490.0,-0.45,94.08,,,,62.36,18.98
Guam,GUM,Pacific,2018,37195.95,76.56,19.82,3.0,162679.0,-0.5,94.08,,,,62.36,19.25
Guam,GUM,Pacific,2019,39274.94,76.64,19.26,2.94,161808.0,-0.54,94.08,,,,62.28,22.25
Guam,GUM,Pacific,2020,36482.94,75.53,18.61,2.9,162158.0,0.22,94.08,,,,59.18,6.41
Guam,GUM,Pacific,2021,38074.88,75.43,18.3,2.86,163730.0,0.96,94.09,,,,59.64,3.1
Guam,GUM,Pacific,2022,41833.15,77.1,18.01,2.82,165180.0,0.88,94.11,,,,62.19,7.89
Guam,GUM,Pacific,2023,,77.21,17.66,2.78,166506.0,0.8,94.13,,,,62.24,
Kiribati,KIR,Pacific,2005,1161.78,65.52,29.18,3.76,98035.0,2.01,43.54,85.84,109.63,131.89,,14.14
Kiribati,KIR,Pacific,2006,1123.19,65.6,29.74,3.82,100017.0,2.0,43.73,84.04,107.58,126.86,,10.2
Kiribati,KIR,Pacific,2007,1352.58,65.68,30.35,3.86,102068.0,2.03,44.62,83.7,104.2,148.06,,15.45
Kiribati,KIR,Pacific,2008,1410.62,65.75,30.83,3.9,104222.0,2.09,45.95,82.93,105.91,190.34,,14.11
Kiribati,KIR,Pacific,2009,1316.63,65.81,31.08,3.9,106467.0,2.13,47.35,,102.41,167.97,,14.14
Kiribati,KIR,Pacific,2010,1522.1,65.86,31.25,3.9,108704.0,2.08,48.46,,,133.16,,11.57
Kiribati,KIR,Pacific,2011,1771.13,65.9,31.43,3.88,110647.0,1.77,49.12,,,141.51,,13.17
Kiribati,KIR,Pacific,2012,1843.55,65.91,30.8,3.77,112284.0,1.47,49.58,,,146.62,,12.77
Kiribati,KIR,Pacific,2013,1772.09,65.9,30.05,3.64,113838.0,1.37,49.97,,,154.34,,10.97
