Country Name,Country Code,Region,Year,gdp_per_capita,life_expectancy,birth_rate,fertility_rate,population_total,population_growth,urban_population_pct,school_enrollment_secondary,school_enrollment_primary,health_expenditure_per_capita,labor_force_participation,exports_pct_gdp
Vietnam,VNM,Southeast Asia,2008,1163.83,73.46,17.66,1.93,85175788.0,1.83,29.22,,100.98,64.43,75.59,70.34
Vietnam,VNM,Southeast Asia,2009,1226.17,73.53,17.53,1.92,86460018.0,1.5,29.76,,100.06,69.83,76.04,62.61
Vietnam,VNM,Southeast Asia,2010,1683.16,73.61,17.41,1.91,87455152.0,1.14,30.25,,100.92,85.36,76.27,54.18
Vietnam,VNM,Southeast Asia,2011,1950.93,73.71,17.59,1.93,88468314.0,1.15,30.7,,101.38,97.05,76.37,61.18
Vietnam,VNM,Southeast Asia,2012,2185.12,73.76,17.89,1.97,89510356.0,1.17,31.12,,102.05,109.29,76.32,63.47
Vietnam,VNM,Southeast Asia,2013,2359.52,73.82,17.89,1.98,90573104.0,1.18,31.53,,102.26,104.11,77.23,66.8
Vietnam,VNM,Southeast Asia,2014,2546.38,73.89,18.67,2.09,91679578.0,1.21,31.95,,103.08,119.45,77.31,69.6
Vietnam,VNM,Southeast Asia,2015,2577.57,73.96,18.5,2.1,92823254.0,1.24,32.38,89.45,103.28,121.44,77.43,72.92
Vietnam,VNM,Southeast Asia,2016,2735.06,73.98,17.31,2.0,94000117.0,1.26,32.85,90.16,105.95,133.2,76.96,74.11
Vietnam,VNM,Southeast Asia,2017,2956.11,74.03,16.76,1.98,95176977.0,1.24,33.36,91.07,104.44,147.51,77.2,81.76
Vietnam,VNM,Southeast Asia,2018,3222.31,74.1,15.44,1.88,96237319.0,1.11,33.94,92.84,104.19,161.98,77.48,84.42
Vietnam,VNM,Southeast Asia,2019,3440.9,74.21,15.51,1.94,97173776.0,0.97,34.62,94.65,103.34,171.15,76.61,85.16
Vietnam,VNM,Southeast Asia,2020,3534.04,75.38,15.23,1.96,98079191.0,0.93,35.57,93.19,102.85,153.1,74.37,84.38
Vietnam,VNM,Southeast Asia,2021,3704.19,74.14,14.74,1.94,98935098.0,0.87,36.65,92.77,103.39,168.09,73.74,93.85
Vietnam,VNM,Southeast Asia,2022,4147.7,74.5,14.27,1.93,99680655.0,0.75,37.55,93.41,104.13,188.23,74.48,93.42
Vietnam,VNM,Southeast Asia,2023,4323.35,74.59,13.83,1.91,100352192.0,0.67,38.13,,105.17,197.19,73.54,86.47
